Anchors,Target,Mean_F1,Std_F1
768,vit_base_patch16_224,90.48962658781446,0.1732800672565364
768,rexnet_100,79.56601155210149,0.19699499505932724
768,vit_base_resnet50_384,90.55938677806029,0.1498805332674558
768,vit_small_patch16_224,86.04365575229431,0.21336849005527708
