Anchors,Target,Mean_F1,Std_F1
768,vit_base_patch16_224,84.80885744121609,0.6032402826881088
768,vit_small_patch16_224,86.03004898300385,0.29288465456100293
768,rexnet_100,60.24660847351695,1.2834836410771437
768,vit_base_resnet50_384,83.34633489930253,0.497915361257918
