Anchors,Target,Mean_F1,Std_F1
768,vit_base_patch16_224,90.44907642599141,0.2095928018788067
768,vit_small_patch16_224,77.78010788843042,0.8653263409410289
768,rexnet_100,57.009707894393955,1.027514432973976
768,vit_base_resnet50_384,82.11119226690508,0.5736576309132476
