Anchors,Target,Mean_F1,Std_F1
768,vit_base_patch16_224,87.24136820667235,0.21277711579254258
768,rexnet_100,77.80969119920846,0.2247871177844522
768,vit_base_resnet50_384,85.79800371697743,0.2152115635119752
768,vit_small_patch16_224,83.73065817751406,0.18510351933165337
